事故ID,事故时间,城市,所在区域,道路名称,事故类型,天气情况,道路类型,照明条件,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级,是否高峰,是否周末,月份,星期,来源
4187,2024-04-22 01:38:16,北京市,通州区,南西高速公路,侧面碰撞,多云,城市主干道,夜间有照明,2,0,21.4,49.0,16.5,1.5,严重,0,0,4,1,simulation
4188,2023-05-24 20:57:02,北京市,朝阳区,西大环路,单车事故,阴,城市主干道,夜间有照明,0,0,16.9,46.0,12.8,2.0,轻微,0,0,5,3,simulation
4189,2024-03-15 19:06:19,北京市,朝阳区,西西路,侧面碰撞,多云,支路,黄昏,3,0,21.7,53.0,13.4,1.1,一般,1,0,3,5,simulation
4190,2025-05-03 08:08:17,北京市,昌平区,环南环路,多车连环,阴,支路,白天,2,0,17.6,60.0,14.9,0.8,一般,1,1,5,6,simulation
4191,2024-02-21 06:33:47,北京市,海淀区,新北环路,侧面碰撞,阴,支路,白天,0,0,-0.3,65.0,14.6,0.2,轻微,0,0,2,3,simulation
4192,2024-03-27 18:56:18,北京市,通州区,东大街,追尾,阴,城市次干道,黄昏,1,0,17.1,50.0,18.4,5.9,一般,1,0,3,3,simulation
4193,2025-06-29 07:52:56,北京市,朝阳区,北南高速公路,侧面碰撞,多云,城市主干道,白天,1,0,33.4,43.0,11.3,0.6,一般,1,1,6,7,simulation
4194,2024-07-23 07:01:12,北京市,海淀区,大中快速路,追尾,晴,城市主干道,白天,0,0,30.2,62.0,19.2,2.0,轻微,1,0,7,2,simulation
4195,2025-11-29 15:35:09,北京市,西城区,西环路,翻车,阴,匝道,白天,0,0,22.0,67.0,16.7,0.1,轻微,0,1,11,6,simulation
4196,2023-04-11 18:29:59,北京市,昌平区,西东高速公路,刮擦,阴,匝道,黄昏,1,0,18.0,67.0,14.2,0.8,一般,1,0,4,2,simulation
4197,2024-10-07 08:42:18,北京市,丰台区,新大环路,行人事故,多云,支路,白天,0,0,15.6,39.0,10.0,2.7,轻微,1,0,10,1,simulation
4198,2025-12-01 09:40:24,北京市,朝阳区,南东大道,单车事故,多云,城市主干道,白天,0,0,2.5,54.0,18.8,0.7,轻微,1,0,12,1,simulation
4199,2025-10-10 05:14:11,北京市,大兴区,北环街,行人事故,晴,高速公路,夜间有照明,4,0,12.5,41.0,19.1,0.4,严重,0,0,10,5,simulation
4200,2025-04-23 15:16:38,北京市,顺义区,大北高速公路,追尾,晴,高速公路,白天,1,0,19.5,63.0,10.8,0.6,一般,0,0,4,3,simulation
4201,2023-11-01 08:16:04,北京市,通州区,北西大道,追尾,晴,城市次干道,白天,0,0,14.9,65.0,17.5,3.1,轻微,1,0,11,3,simulation
4202,2025-01-19 09:52:31,北京市,大兴区,西西快速路,多车连环,阴,匝道,白天,0,0,-5.3,36.0,19.1,1.5,轻微,1,1,1,7,simulation
4203,2023-07-31 17:07:33,北京市,丰台区,大大快速路,多车连环,晴,高速公路,白天,0,0,29.9,59.0,15.8,13.3,轻微,1,0,7,1,simulation
4204,2023-02-18 07:12:54,北京市,海淀区,南南街,追尾,多云,高速公路,白天,1,0,-4.4,64.0,15.1,0.4,一般,1,1,2,6,simulation
4205,2025-01-03 09:18:43,北京市,西城区,西南高速公路,刮擦,雪,高速公路,白天,0,0,8.5,72.0,1.7,0.8,轻微,1,0,1,5,simulation
4206,2024-08-24 08:38:57,北京市,西城区,环北街,刮擦,多云,匝道,白天,4,1,28.9,67.0,14.1,4.6,严重,1,1,8,6,simulation
4207,2024-08-31 18:30:09,北京市,昌平区,大南大道,翻车,多云,高速公路,黄昏,0,0,21.9,32.0,13.9,3.1,轻微,1,1,8,6,simulation
4208,2024-09-30 19:41:31,北京市,顺义区,大中大道,侧面碰撞,多云,城市次干道,黄昏,0,0,12.8,61.0,9.5,1.3,轻微,1,0,9,1,simulation
4209,2025-11-20 07:05:28,北京市,朝阳区,东东街,追尾,晴,匝道,白天,0,0,25.2,36.0,10.1,1.7,轻微,1,0,11,4,simulation
4210,2025-02-20 17:50:15,北京市,昌平区,新大街,刮擦,雾,城市次干道,白天,0,0,-2.8,76.0,2.4,1.1,轻微,1,0,2,4,simulation
4211,2023-03-23 18:37:13,北京市,昌平区,新南高速公路,行人事故,晴,城市主干道,黄昏,0,0,17.1,60.0,12.1,0.3,轻微,1,0,3,4,simulation
4212,2024-06-07 08:47:54,北京市,昌平区,环南快速路,多车连环,晴,城市主干道,白天,2,0,30.6,66.0,18.6,2.3,一般,1,0,6,5,simulation
4213,2025-10-12 23:26:41,北京市,东城区,北南环路,侧面碰撞,多云,支路,夜间有照明,0,0,31.5,37.0,8.5,1.1,轻微,0,1,10,7,simulation
4214,2025-08-30 08:41:29,北京市,石景山区,环新快速路,侧面碰撞,多云,城市主干道,白天,1,0,27.2,49.0,16.9,10.8,严重,1,1,8,6,simulation
4215,2023-06-14 08:26:40,北京市,顺义区,中南快速路,刮擦,晴,匝道,白天,2,0,33.0,33.0,15.0,3.1,一般,1,0,6,3,simulation
4216,2023-03-18 19:39:24,北京市,东城区,新大快速路,追尾,晴,城市主干道,黄昏,3,0,20.7,44.0,16.6,2.2,一般,1,1,3,6,simulation
4217,2024-10-09 08:18:53,北京市,通州区,环大高速公路,刮擦,小雨,城市主干道,白天,1,0,23.1,36.0,5.8,0.1,一般,1,0,10,3,simulation
4218,2024-10-29 18:22:30,北京市,大兴区,大大大道,侧面碰撞,多云,支路,黄昏,0,0,19.2,45.0,18.0,8.0,轻微,1,0,10,2,simulation
4219,2025-09-08 19:07:17,北京市,东城区,西北街,追尾,多云,城市次干道,黄昏,1,0,16.1,54.0,8.8,1.2,一般,1,0,9,1,simulation
4220,2025-03-22 09:34:00,北京市,大兴区,中西高速公路,刮擦,多云,匝道,白天,0,0,21.1,58.0,14.9,0.5,轻微,1,1,3,6,simulation
4221,2023-11-22 18:06:01,北京市,石景山区,东东路,刮擦,阴,城市主干道,黄昏,3,0,24.9,65.0,15.5,0.3,一般,1,0,11,3,simulation
4222,2023-10-03 00:26:09,北京市,大兴区,新西高速公路,追尾,晴,匝道,夜间有照明,0,0,9.1,52.0,16.4,0.2,轻微,0,0,10,2,simulation
4223,2023-01-15 07:25:23,北京市,通州区,大北高速公路,侧面碰撞,晴,匝道,白天,1,0,-7.5,54.0,10.9,2.5,一般,1,1,1,7,simulation
4224,2024-07-05 09:46:58,北京市,海淀区,东环街,追尾,晴,匝道,白天,1,0,23.4,58.0,18.2,9.7,一般,1,0,7,5,simulation
4225,2025-03-16 17:16:01,北京市,石景山区,东南快速路,追尾,小雨,匝道,白天,0,0,21.4,41.0,7.8,2.4,轻微,1,1,3,7,simulation
4226,2024-03-05 15:43:04,北京市,海淀区,环中快速路,单车事故,多云,城市主干道,白天,2,0,17.6,69.0,18.0,3.3,严重,0,0,3,2,simulation
4227,2024-10-25 02:14:35,北京市,海淀区,东南大道,侧面碰撞,阴,支路,夜间无照明,1,0,22.2,38.0,18.0,7.3,一般,0,0,10,5,simulation
4228,2024-11-18 22:59:40,北京市,通州区,东环高速公路,侧面碰撞,多云,城市主干道,夜间无照明,0,0,17.5,33.0,11.3,5.2,轻微,0,0,11,1,simulation
4229,2023-11-23 09:57:34,北京市,东城区,大大大道,刮擦,阴,支路,白天,1,0,19.5,37.0,8.4,0.8,严重,1,0,11,4,simulation
4230,2024-11-10 17:18:13,北京市,昌平区,北东环路,追尾,多云,城市次干道,白天,0,0,17.7,55.0,18.1,3.8,轻微,1,1,11,7,simulation
4231,2023-09-30 18:50:40,北京市,昌平区,大西高速公路,多车连环,晴,支路,黄昏,0,0,18.5,44.0,8.3,6.6,轻微,1,1,9,6,simulation
4232,2024-07-30 01:24:51,北京市,石景山区,北中环路,刮擦,多云,支路,夜间有照明,2,0,30.0,56.0,10.0,2.5,一般,0,0,7,2,simulation
4233,2023-10-06 02:13:32,北京市,通州区,环大路,翻车,小雨,支路,夜间无照明,0,0,17.1,50.0,5.4,2.8,轻微,0,0,10,5,simulation
4234,2024-09-29 07:42:51,北京市,海淀区,北新高速公路,行人事故,多云,高速公路,白天,0,0,20.1,56.0,11.9,0.7,轻微,1,1,9,7,simulation
4235,2025-10-06 03:23:58,北京市,西城区,东西快速路,追尾,晴,匝道,夜间有照明,1,0,15.1,60.0,8.5,3.5,一般,0,0,10,1,simulation
4236,2023-07-30 13:20:02,北京市,东城区,环南街,刮擦,晴,匝道,白天,1,0,29.8,61.0,17.9,4.8,一般,0,1,7,7,simulation
4237,2025-12-03 13:45:31,北京市,昌平区,大北大道,追尾,多云,匝道,白天,4,0,-4.9,59.0,18.2,0.1,严重,0,0,12,3,simulation
4238,2025-01-30 18:22:40,北京市,东城区,南新快速路,刮擦,多云,支路,黄昏,0,0,6.2,50.0,17.3,1.0,轻微,1,0,1,4,simulation
4239,2025-07-29 09:18:21,北京市,大兴区,西南快速路,刮擦,晴,匝道,白天,0,0,29.9,69.0,12.3,4.6,轻微,1,0,7,2,simulation
4240,2024-01-26 18:30:14,北京市,顺义区,东西快速路,刮擦,晴,支路,黄昏,1,0,-0.1,49.0,12.4,1.8,一般,1,0,1,5,simulation
4241,2025-11-05 20:39:34,北京市,西城区,新大大道,单车事故,晴,城市主干道,夜间有照明,0,0,20.1,31.0,17.6,1.5,轻微,0,0,11,3,simulation
4242,2023-12-28 12:21:50,北京市,石景山区,西南环路,追尾,阴,匝道,白天,0,0,1.2,46.0,17.4,0.2,轻微,0,0,12,4,simulation
4243,2023-11-30 07:23:28,北京市,通州区,环北环路,翻车,多云,支路,白天,0,0,17.3,63.0,19.3,1.7,轻微,1,0,11,4,simulation
4244,2025-01-27 18:15:49,北京市,丰台区,新大高速公路,侧面碰撞,多云,支路,黄昏,1,0,1.1,58.0,11.4,9.6,一般,1,0,1,1,simulation
4245,2024-08-21 18:34:02,北京市,石景山区,南中路,侧面碰撞,多云,匝道,黄昏,2,0,31.6,41.0,9.4,2.2,一般,1,0,8,3,simulation
4246,2025-11-12 19:31:03,北京市,大兴区,北大快速路,追尾,晴,支路,黄昏,1,0,20.6,54.0,15.6,4.3,轻微,1,0,11,3,simulation
4247,2025-08-27 01:46:00,北京市,顺义区,新东快速路,追尾,多云,城市主干道,夜间有照明,2,0,27.7,65.0,11.5,1.3,严重,0,0,8,3,simulation
4248,2025-02-22 18:18:25,北京市,石景山区,南南街,翻车,多云,城市主干道,黄昏,1,0,-5.4,65.0,17.2,0.3,轻微,1,1,2,6,simulation
4249,2023-07-03 18:46:35,北京市,海淀区,大南街,追尾,晴,城市次干道,黄昏,0,0,29.7,59.0,18.0,1.2,轻微,1,0,7,1,simulation
4250,2025-07-21 06:26:26,北京市,大兴区,南中大道,追尾,多云,城市次干道,白天,3,0,30.6,30.0,13.2,1.3,严重,0,0,7,1,simulation
4251,2025-02-03 23:18:47,北京市,石景山区,环东街,侧面碰撞,阴,支路,夜间有照明,3,1,-0.2,41.0,8.4,1.2,严重,0,0,2,1,simulation
4252,2024-07-29 08:58:55,北京市,丰台区,南南大道,侧面碰撞,晴,匝道,白天,1,0,25.9,68.0,19.9,2.6,一般,1,0,7,1,simulation
4253,2024-06-16 01:33:08,北京市,西城区,新西大道,翻车,多云,城市主干道,夜间无照明,0,0,26.5,58.0,13.2,3.8,轻微,0,1,6,7,simulation
4254,2025-12-17 18:36:10,北京市,大兴区,北北大道,单车事故,多云,城市主干道,黄昏,0,0,-4.8,53.0,14.6,0.5,轻微,1,0,12,3,simulation
4255,2023-12-09 19:03:56,北京市,顺义区,环新街,侧面碰撞,晴,支路,黄昏,1,0,3.5,69.0,18.4,9.4,轻微,1,1,12,6,simulation
4256,2025-06-01 17:03:57,北京市,朝阳区,新中环路,追尾,大雨,高速公路,白天,0,0,28.4,50.0,2.1,5.1,轻微,1,1,6,7,simulation
4257,2023-04-30 17:13:35,北京市,石景山区,西中街,侧面碰撞,晴,城市次干道,白天,0,0,18.5,62.0,13.2,4.7,轻微,1,1,4,7,simulation
4258,2023-09-29 06:31:42,北京市,通州区,大北大道,多车连环,晴,匝道,白天,3,0,16.1,47.0,9.1,1.5,一般,0,0,9,5,simulation
4259,2023-07-28 08:14:22,北京市,大兴区,南环高速公路,多车连环,晴,城市主干道,白天,1,0,28.9,68.0,16.2,2.9,严重,1,0,7,5,simulation
4260,2023-10-19 09:16:48,北京市,丰台区,西南大道,追尾,晴,城市主干道,白天,0,0,16.0,40.0,13.0,2.4,轻微,1,0,10,4,simulation
4261,2023-09-12 07:26:49,北京市,丰台区,西大街,刮擦,多云,高速公路,白天,0,0,18.8,38.0,9.0,5.2,轻微,1,0,9,2,simulation
4262,2023-03-10 18:43:26,北京市,顺义区,东环快速路,侧面碰撞,晴,高速公路,黄昏,0,0,4.8,35.0,13.8,4.1,轻微,1,0,3,5,simulation
4263,2024-04-14 17:25:38,北京市,石景山区,中环街,多车连环,多云,匝道,白天,2,0,16.5,51.0,13.2,2.0,一般,1,1,4,7,simulation
4264,2025-05-14 09:10:15,北京市,通州区,北北快速路,行人事故,多云,城市次干道,白天,0,0,11.5,39.0,12.6,7.4,轻微,1,0,5,3,simulation
4265,2023-10-04 17:07:53,北京市,大兴区,大南路,侧面碰撞,晴,城市次干道,白天,0,0,20.4,32.0,11.8,0.0,轻微,1,0,10,3,simulation
4266,2025-01-23 08:06:44,北京市,西城区,环新快速路,追尾,多云,城市主干道,白天,1,0,6.1,48.0,12.4,2.3,一般,1,0,1,4,simulation
4267,2025-05-31 09:04:33,北京市,朝阳区,东东高速公路,翻车,小雨,高速公路,白天,0,0,25.5,50.0,5.9,0.5,轻微,1,1,5,6,simulation
4268,2024-03-01 01:37:40,北京市,通州区,北东街,追尾,小雨,支路,夜间无照明,0,0,21.6,45.0,6.3,3.2,轻微,0,0,3,5,simulation
4269,2024-08-30 18:32:16,北京市,昌平区,中南快速路,追尾,晴,城市次干道,黄昏,2,0,31.7,55.0,11.6,3.7,一般,1,0,8,5,simulation
4270,2024-09-15 09:36:51,北京市,朝阳区,新东环路,行人事故,晴,城市主干道,白天,0,0,18.8,68.0,14.3,6.0,轻微,1,1,9,7,simulation
4271,2024-04-12 13:06:48,北京市,海淀区,中中快速路,追尾,晴,支路,白天,1,0,17.7,36.0,8.3,2.9,一般,0,0,4,5,simulation
4272,2024-09-29 09:26:01,北京市,朝阳区,南大高速公路,追尾,晴,城市主干道,白天,2,0,27.8,49.0,9.0,3.7,一般,1,1,9,7,simulation
4273,2023-12-06 08:14:58,北京市,顺义区,环南路,行人事故,晴,城市主干道,白天,3,0,2.3,57.0,13.1,1.9,一般,1,0,12,3,simulation
4274,2025-12-09 19:24:30,北京市,大兴区,西南环路,单车事故,阴,高速公路,黄昏,1,0,-8.0,70.0,11.1,0.9,轻微,1,0,12,2,simulation
4275,2025-11-03 00:58:41,北京市,通州区,东西快速路,单车事故,小雨,城市主干道,夜间有照明,1,0,14.4,43.0,4.6,1.3,一般,0,0,11,1,simulation
4276,2023-12-26 18:01:24,北京市,昌平区,西北快速路,追尾,晴,高速公路,黄昏,1,0,-2.1,68.0,15.2,25.1,一般,1,0,12,2,simulation
4277,2025-06-10 08:09:30,北京市,丰台区,新西高速公路,追尾,雷阵雨,高速公路,白天,2,0,28.7,36.0,5.3,0.2,一般,1,0,6,2,simulation
4278,2024-11-15 10:48:27,北京市,顺义区,东北快速路,追尾,晴,城市次干道,白天,1,0,21.4,45.0,16.5,1.4,一般,0,0,11,5,simulation
4279,2023-01-30 07:53:11,北京市,通州区,中西路,追尾,阴,高速公路,白天,2,0,5.5,68.0,9.4,0.7,一般,1,0,1,1,simulation
4280,2025-03-23 08:37:33,北京市,丰台区,环北路,多车连环,阴,高速公路,白天,0,0,23.1,48.0,8.2,7.9,轻微,1,1,3,7,simulation
4281,2024-04-30 12:16:13,北京市,顺义区,北环路,追尾,晴,城市主干道,白天,1,0,14.5,46.0,9.0,1.1,轻微,0,0,4,2,simulation
4282,2023-11-04 17:14:31,北京市,东城区,环南大道,侧面碰撞,多云,匝道,白天,1,0,14.2,43.0,10.3,0.9,一般,1,1,11,6,simulation
4283,2024-01-08 17:12:30,北京市,朝阳区,南东快速路,刮擦,多云,支路,白天,1,0,1.2,63.0,10.0,1.4,一般,1,0,1,1,simulation
4284,2024-10-09 08:52:31,北京市,西城区,大环路,侧面碰撞,晴,支路,白天,1,0,22.2,57.0,11.2,4.6,一般,1,0,10,3,simulation
4285,2023-12-02 17:53:32,北京市,东城区,环环街,追尾,多云,高速公路,白天,2,0,-13.0,39.0,16.5,0.9,一般,1,1,12,6,simulation
4286,2025-03-09 19:08:30,北京市,西城区,南北路,追尾,晴,高速公路,黄昏,1,0,19.9,68.0,13.3,8.3,一般,1,1,3,7,simulation
4287,2025-08-11 09:57:40,北京市,昌平区,西大路,刮擦,多云,匝道,白天,1,0,29.4,32.0,11.6,2.6,轻微,1,0,8,1,simulation
4288,2024-04-20 19:54:36,北京市,昌平区,西新环路,追尾,多云,城市主干道,黄昏,2,0,25.6,62.0,11.8,22.4,一般,1,1,4,6,simulation
4289,2025-04-16 18:00:26,北京市,顺义区,中南快速路,侧面碰撞,阴,高速公路,黄昏,1,0,23.3,69.0,10.7,1.9,一般,1,0,4,3,simulation
4290,2023-07-17 20:35:11,北京市,西城区,中西高速公路,侧面碰撞,晴,支路,夜间无照明,0,0,28.4,59.0,13.7,1.7,轻微,0,0,7,1,simulation
4291,2024-11-13 03:05:53,北京市,昌平区,东新高速公路,刮擦,多云,支路,夜间有照明,0,0,16.6,46.0,16.8,0.4,轻微,0,0,11,3,simulation
4292,2024-03-14 17:06:32,北京市,西城区,环西环路,追尾,多云,支路,白天,0,0,21.2,36.0,8.5,1.5,轻微,1,0,3,4,simulation
4293,2025-10-01 09:43:50,北京市,西城区,中西路,单车事故,阴,城市主干道,白天,2,0,19.5,60.0,15.0,10.0,一般,1,0,10,3,simulation
4294,2024-02-06 09:31:37,北京市,西城区,南北高速公路,追尾,多云,城市主干道,白天,1,0,-4.7,47.0,14.2,3.0,轻微,1,0,2,2,simulation
4295,2024-01-26 07:20:20,北京市,东城区,南新街,翻车,多云,高速公路,白天,1,0,1.4,55.0,8.3,0.1,一般,1,0,1,5,simulation
4296,2023-08-13 21:28:17,北京市,昌平区,北东街,追尾,多云,高速公路,夜间有照明,0,0,27.6,62.0,10.5,0.4,轻微,0,1,8,7,simulation
4297,2024-11-11 18:02:48,北京市,海淀区,东中街,追尾,晴,支路,黄昏,1,0,23.6,30.0,15.4,10.4,轻微,1,0,11,1,simulation
4298,2025-11-20 08:59:45,北京市,顺义区,西大街,追尾,小雨,城市主干道,白天,1,0,23.9,44.0,7.2,3.3,轻微,1,0,11,4,simulation
4299,2023-05-07 06:53:20,北京市,朝阳区,南北环路,追尾,阴,支路,白天,3,0,6.4,69.0,20.0,1.2,严重,0,1,5,7,simulation
4300,2024-02-23 07:20:27,北京市,朝阳区,南中街,刮擦,阴,高速公路,白天,0,0,5.6,37.0,14.8,1.0,轻微,1,0,2,5,simulation
4301,2023-06-26 07:58:46,北京市,西城区,北大大道,侧面碰撞,多云,高速公路,白天,0,0,27.7,48.0,8.4,0.9,轻微,1,0,6,1,simulation
4302,2023-11-08 07:11:02,北京市,昌平区,环中环路,追尾,多云,城市主干道,白天,0,0,13.4,62.0,17.7,2.6,轻微,1,0,11,3,simulation
4303,2025-07-17 01:44:21,北京市,通州区,中大街,多车连环,晴,城市次干道,夜间有照明,1,0,26.3,45.0,17.6,2.1,轻微,0,0,7,4,simulation
4304,2023-06-13 10:18:15,北京市,西城区,中新高速公路,刮擦,多云,匝道,白天,0,0,27.4,32.0,15.3,2.1,轻微,0,0,6,2,simulation
4305,2025-05-01 09:46:18,北京市,大兴区,北新环路,单车事故,多云,匝道,白天,0,0,13.2,70.0,13.7,1.8,轻微,1,0,5,4,simulation
4306,2025-09-08 07:27:44,北京市,朝阳区,环环路,追尾,晴,支路,白天,1,0,18.3,34.0,18.4,4.2,轻微,1,0,9,1,simulation
4307,2024-06-01 18:51:13,北京市,西城区,北南快速路,翻车,多云,城市次干道,黄昏,0,0,24.8,69.0,12.6,3.4,轻微,1,1,6,6,simulation
4308,2024-01-16 17:51:26,北京市,通州区,北中大道,行人事故,晴,支路,白天,0,0,-2.2,60.0,14.0,0.5,轻微,1,0,1,2,simulation
4309,2025-03-26 09:51:46,北京市,通州区,南东街,刮擦,晴,城市次干道,白天,1,0,12.6,59.0,17.2,2.2,一般,1,0,3,3,simulation
4310,2023-02-19 17:38:22,北京市,西城区,新东高速公路,单车事故,多云,高速公路,白天,1,0,5.5,59.0,16.9,2.7,一般,1,1,2,7,simulation
4311,2023-02-17 17:12:07,北京市,西城区,南北快速路,行人事故,晴,支路,白天,0,0,0.4,44.0,14.9,6.5,轻微,1,0,2,5,simulation
4312,2023-12-07 17:44:55,北京市,西城区,新北高速公路,追尾,雪,城市主干道,白天,2,0,-11.8,80.0,0.5,3.1,一般,1,0,12,4,simulation
4313,2024-10-14 07:37:57,北京市,石景山区,环中高速公路,侧面碰撞,晴,城市次干道,白天,1,0,18.8,42.0,12.3,1.8,一般,1,0,10,1,simulation
4314,2025-04-22 19:02:49,北京市,通州区,南东环路,刮擦,小雨,城市次干道,黄昏,0,0,8.8,41.0,3.5,1.2,轻微,1,0,4,2,simulation
4315,2024-11-28 19:07:19,北京市,丰台区,新北大道,单车事故,晴,支路,黄昏,1,0,26.4,60.0,12.2,4.8,一般,1,0,11,4,simulation
4316,2025-01-04 09:32:55,北京市,朝阳区,东新街,追尾,晴,匝道,白天,3,0,-1.6,54.0,19.9,2.9,一般,1,1,1,6,simulation
4317,2023-07-08 09:05:25,北京市,大兴区,新东环路,行人事故,雷阵雨,支路,白天,3,0,26.3,41.0,5.5,0.9,一般,1,1,7,6,simulation
4318,2024-03-22 08:26:46,北京市,西城区,西环街,追尾,小雨,城市次干道,白天,2,0,13.4,34.0,5.2,0.1,严重,1,0,3,5,simulation
4319,2025-07-11 19:12:59,北京市,西城区,新南快速路,追尾,阴,支路,黄昏,1,0,29.6,51.0,17.2,0.1,一般,1,0,7,5,simulation
4320,2023-09-25 19:44:24,北京市,朝阳区,东南环路,刮擦,阴,支路,黄昏,1,0,13.5,49.0,10.2,5.9,轻微,1,0,9,1,simulation
4321,2023-05-01 18:20:41,北京市,大兴区,南环街,单车事故,晴,城市次干道,黄昏,0,0,18.7,44.0,13.4,4.1,轻微,1,0,5,1,simulation
4322,2023-11-23 17:00:08,北京市,朝阳区,北大环路,侧面碰撞,小雨,匝道,白天,4,0,18.8,41.0,5.9,0.7,严重,1,0,11,4,simulation
4323,2023-11-22 16:29:20,北京市,石景山区,中南高速公路,侧面碰撞,晴,支路,白天,2,0,16.3,69.0,11.1,0.7,严重,0,0,11,3,simulation
4324,2023-06-18 07:07:52,北京市,大兴区,北环大道,追尾,多云,支路,白天,0,0,30.2,66.0,13.7,3.4,轻微,1,1,6,7,simulation
4325,2025-02-26 17:37:42,北京市,东城区,中南快速路,侧面碰撞,多云,高速公路,白天,1,0,-3.0,52.0,11.3,3.7,一般,1,0,2,3,simulation
4326,2023-02-06 09:32:16,北京市,大兴区,中北环路,侧面碰撞,雾,高速公路,白天,0,0,-1.6,79.0,1.9,15.4,轻微,1,0,2,1,simulation
4327,2025-07-17 05:00:17,北京市,朝阳区,南中快速路,追尾,雷阵雨,匝道,夜间有照明,1,0,29.5,32.0,4.0,2.4,一般,0,0,7,4,simulation
4328,2024-03-05 11:59:58,北京市,通州区,中新快速路,侧面碰撞,阴,城市主干道,白天,0,0,19.2,51.0,18.5,0.8,轻微,0,0,3,2,simulation
4329,2025-07-19 09:43:26,北京市,海淀区,新东环路,追尾,多云,城市次干道,白天,1,0,29.7,69.0,18.9,1.4,一般,1,1,7,6,simulation
4330,2024-06-07 19:39:38,北京市,西城区,环新快速路,追尾,晴,支路,黄昏,1,0,27.1,70.0,18.8,2.1,一般,1,0,6,5,simulation
4331,2025-09-30 18:38:14,北京市,通州区,环西快速路,单车事故,多云,高速公路,黄昏,2,0,14.2,65.0,13.1,4.1,一般,1,0,9,2,simulation
4332,2025-06-05 18:14:53,北京市,顺义区,西南街,行人事故,阴,匝道,黄昏,3,0,30.8,65.0,10.8,1.6,一般,1,0,6,4,simulation
