事故ID,事故时间,所在区域,道路类型,事故类型,天气情况,受伤人数,死亡人数,温度(℃),湿度(%),能见度(km),风速(m/s),事故等级
7474,2023-10-09 23:40:05.814789480,东城区,高速公路,刮擦,雨天,0,1,-6.5,73,2.9,11.0,轻微
7475,2024-06-23 08:05:09.325140504,石景山区,城市次干道,侧碰,雨天,2,0,27.7,53,8.8,1.4,轻微
7476,2021-01-08 05:21:24.662674261,西城区,支路,刮擦,晴天,3,0,5.7,85,5.7,15.1,轻微
7477,2023-08-10 04:58:56.687876776,西城区,城市次干道,单车事故,晴天,0,0,29.2,87,11.5,11.1,严重
7478,2021-01-28 07:12:18.128020796,丰台区,城市次干道,侧碰,阴天,2,0,34.8,73,4.9,6.6,轻微
7479,2022-04-12 19:17:59.442152208,东城区,城市次干道,刮擦,阴天,0,1,5.1,53,17.9,8.8,轻微
7480,2024-04-09 16:29:12.349442936,石景山区,支路,刮擦,雨天,3,0,14.1,37,11.2,8.2,一般
7481,2025-04-07 17:10:40.918299832,朝阳区,城市次干道,刮擦,雾天,2,0,2.0,44,10.8,20.0,轻微
7482,2025-02-19 15:01:30.063214312,西城区,支路,单车事故,阴天,2,0,-1.7,49,4.6,12.8,轻微
7483,2022-02-23 23:37:30.279235916,海淀区,高速公路,侧碰,阴天,1,1,39.2,85,13.0,11.3,轻微
7484,2021-02-19 00:28:37.785986593,西城区,高速公路,追尾,阴天,4,1,14.8,40,17.4,5.4,轻微
7485,2022-02-09 00:25:44.968704864,丰台区,城市次干道,侧碰,雾天,2,0,2.1,87,19.3,19.5,一般
7486,2022-07-26 09:17:27.038911888,石景山区,高速公路,单车事故,雨天,4,0,17.6,57,11.9,5.0,一般
7487,2024-10-10 15:58:05.922800280,西城区,城市次干道,刮擦,晴天,0,1,-0.6,74,2.1,9.3,轻微
7488,2021-03-30 06:16:16.831891184,东城区,城市主干道,追尾,晴天,1,1,6.6,90,6.4,4.9,轻微
7489,2023-04-15 18:15:46.588866880,朝阳区,城市主干道,单车事故,雪天,2,0,22.2,65,15.1,11.5,轻微
7490,2023-11-10 09:06:13.051513144,海淀区,支路,单车事故,雾天,4,0,28.4,22,13.4,9.2,严重
7491,2021-11-24 13:01:32.223430336,朝阳区,城市次干道,侧碰,雾天,4,1,-9.0,22,16.4,8.2,一般
7492,2023-10-28 05:42:43.510559048,朝阳区,城市次干道,刮擦,晴天,1,1,23.2,56,4.5,0.5,轻微
7493,2024-12-17 09:06:38.974105400,丰台区,支路,侧碰,晴天,1,0,27.8,78,6.0,4.3,一般
7494,2025-05-22 23:31:36.003808376,石景山区,城市次干道,侧碰,雪天,2,0,23.5,61,2.2,3.9,一般
7495,2023-07-24 01:13:16.453853384,朝阳区,城市主干道,多车连环,雾天,4,0,20.0,25,10.3,16.9,轻微
7496,2024-03-06 17:43:31.035311528,丰台区,支路,单车事故,雨天,1,1,4.0,42,12.9,8.7,轻微
7497,2022-05-16 00:32:22.448452840,石景山区,城市次干道,侧碰,雾天,1,1,-7.1,32,18.9,1.8,轻微
7498,2025-05-01 15:00:55.499757976,海淀区,支路,侧碰,阴天,4,0,14.9,24,13.5,17.0,轻微
7499,2023-10-31 16:56:25.472755272,丰台区,城市次干道,刮擦,雾天,0,1,-9.4,49,5.1,14.1,一般
7500,2023-09-27 05:02:15.427750776,海淀区,城市次干道,单车事故,雪天,0,1,8.5,39,5.8,17.9,一般
7501,2023-01-03 08:50:13.915599552,朝阳区,城市主干道,侧碰,雾天,1,1,4.8,76,0.9,9.3,轻微
7502,2024-01-26 22:47:23.258533848,朝阳区,城市次干道,多车连环,晴天,2,1,20.1,70,10.8,16.8,轻微
7503,2023-08-20 23:25:41.728380840,东城区,城市主干道,追尾,雪天,2,0,27.1,70,11.5,18.7,轻微
7504,2024-06-10 09:04:29.361144104,丰台区,支路,单车事故,雨天,4,0,-3.7,82,10.5,9.8,轻微
7505,2021-11-13 18:34:47.182926288,东城区,城市次干道,刮擦,雨天,2,0,15.2,90,8.1,14.9,轻微
7506,2021-08-03 13:32:04.086616656,石景山区,高速公路,追尾,雪天,3,0,22.3,91,13.7,17.3,一般
7507,2021-07-25 19:16:24.392647260,朝阳区,城市主干道,单车事故,雪天,0,0,8.8,69,14.0,18.6,轻微
7508,2021-02-21 05:02:32.709478942,东城区,城市主干道,侧碰,雾天,3,1,5.8,65,14.2,0.8,轻微
7509,2025-08-18 18:31:02.520460056,石景山区,城市主干道,刮擦,雨天,3,1,26.7,87,12.4,6.2,严重
7510,2023-05-24 02:09:17.749983000,朝阳区,城市次干道,单车事故,雨天,0,0,19.7,83,1.4,9.4,轻微
7511,2025-03-19 08:51:05.760784072,朝阳区,城市主干道,追尾,雪天,1,0,39.8,92,10.6,8.6,轻微
7512,2021-12-07 16:25:01.764384432,东城区,城市主干道,单车事故,雨天,4,0,-3.8,25,9.0,2.2,一般
7513,2024-07-09 18:19:31.251333128,东城区,支路,侧碰,雪天,4,0,9.6,31,7.0,5.6,一般
7514,2023-05-04 00:18:24.284636456,朝阳区,城市次干道,多车连环,雾天,3,1,-6.8,86,17.4,9.8,轻微
7515,2023-01-25 02:06:33.573565352,石景山区,城市主干道,侧碰,雾天,0,0,1.3,55,0.6,15.3,一般
7516,2024-06-06 04:19:29.091117112,海淀区,高速公路,侧碰,雪天,1,0,3.0,70,19.5,15.1,严重
7517,2025-12-16 07:42:15.427750776,西城区,城市主干道,刮擦,阴天,4,0,-2.4,72,6.1,19.6,轻微
7518,2024-08-26 14:00:00.414249416,朝阳区,城市主干道,侧碰,雪天,0,1,35.9,57,3.7,15.3,轻微
7519,2025-11-14 17:53:18.614069400,东城区,支路,追尾,晴天,4,0,35.2,78,1.4,0.1,轻微
7520,2022-11-01 00:49:30.711279120,石景山区,支路,多车连环,雾天,4,0,21.4,90,19.7,7.1,一般
7521,2022-11-24 18:16:55.715779576,海淀区,支路,追尾,晴天,3,0,33.7,23,15.4,17.8,轻微
7522,2021-01-17 12:45:33.087516746,西城区,城市主干道,侧碰,阴天,0,1,25.8,72,8.8,3.9,轻微
7523,2022-02-01 04:04:13.159523948,朝阳区,城市主干道,刮擦,晴天,1,1,-4.6,70,9.7,4.4,轻微
7524,2022-06-08 00:28:29.145122504,朝阳区,城市主干道,单车事故,雪天,3,0,-5.8,66,1.6,4.3,轻微
7525,2023-12-22 12:59:05.328740872,丰台区,支路,侧碰,阴天,1,1,23.1,23,5.5,13.2,轻微
7526,2021-10-18 16:10:37.677975792,东城区,高速公路,多车连环,雨天,1,1,-7.5,21,16.5,4.9,一般
7527,2024-04-17 08:27:54.581666168,石景山区,高速公路,追尾,晴天,3,0,-5.6,62,13.2,8.3,轻微
7528,2021-07-05 04:17:02.196427638,石景山区,城市次干道,侧碰,阴天,1,1,-5.7,58,7.4,7.0,严重
7529,2022-11-28 09:53:27.254933488,西城区,城市次干道,追尾,晴天,2,0,33.3,45,12.7,7.6,轻微
7530,2025-07-28 18:46:01.170325032,丰台区,城市主干道,多车连环,雨天,2,0,-9.7,20,16.2,15.4,轻微
7531,2023-05-14 23:07:58.902098200,西城区,城市主干道,单车事故,雪天,0,1,5.9,91,12.7,8.9,轻微
7532,2022-05-17 02:49:19.910199016,朝阳区,城市主干道,追尾,雾天,1,1,26.1,80,18.7,12.6,轻微
7533,2022-04-03 16:16:40.594267424,西城区,支路,多车连环,阴天,4,0,34.6,57,5.7,8.3,一般
7534,2023-09-13 21:15:56.309838984,东城区,城市主干道,刮擦,晴天,3,1,6.3,22,5.6,10.6,轻微
7535,2022-11-12 21:33:13.213529344,丰台区,高速公路,单车事故,雨天,0,1,31.0,58,12.2,4.4,一般
7536,2021-01-23 13:18:49.127120706,丰台区,城市次干道,多车连环,雪天,3,0,-5.9,47,12.1,15.4,轻微
7537,2022-08-10 21:37:41.080316024,海淀区,支路,侧碰,雾天,4,1,12.6,76,11.7,13.9,一般
7538,2025-03-10 23:21:05.220730072,石景山区,支路,追尾,雪天,4,1,-6.8,61,0.7,13.5,轻微
7539,2022-12-24 07:54:47.182926288,丰台区,支路,多车连环,晴天,4,1,2.8,38,18.8,13.9,轻微
7540,2024-09-09 06:31:58.686076600,丰台区,支路,单车事故,阴天,4,0,2.1,48,12.3,1.4,轻微
7541,2021-11-09 18:12:36.489856980,丰台区,城市次干道,多车连环,阴天,4,0,35.2,80,1.7,11.0,一般
7542,2023-07-18 05:02:49.991207112,丰台区,支路,刮擦,雾天,1,0,15.3,57,10.7,11.8,轻微
7543,2024-02-29 12:47:25.418749864,朝阳区,高速公路,多车连环,晴天,4,0,7.9,59,19.6,15.8,轻微
7544,2024-08-01 05:07:09.217129704,西城区,城市主干道,侧碰,雾天,0,0,-3.4,53,13.2,13.4,一般
7545,2023-07-05 14:47:49.181126104,丰台区,高速公路,刮擦,雨天,2,0,-5.9,33,8.4,10.5,一般
7546,2022-09-19 03:25:20.126220616,西城区,支路,刮擦,雪天,2,1,28.1,81,16.8,10.9,一般
7547,2023-04-15 13:52:57.011909184,东城区,城市次干道,追尾,雪天,2,0,16.3,60,12.8,16.8,轻微
7548,2025-06-23 13:20:32.817489736,西城区,支路,单车事故,雨天,2,0,-5.8,77,17.3,9.6,一般
7549,2021-03-19 11:49:31.791387133,东城区,支路,单车事故,阴天,4,0,12.2,33,5.4,5.0,轻微
7550,2024-08-12 12:42:22.988506840,石景山区,支路,多车连环,雾天,0,1,35.5,36,2.7,13.1,轻微
7551,2025-03-16 19:31:31.683376328,丰台区,城市主干道,侧碰,雪天,2,1,-5.7,49,7.1,18.0,一般
7552,2022-06-05 11:08:55.067714768,东城区,城市次干道,追尾,雪天,4,1,1.5,55,2.2,18.4,一般
7553,2021-12-10 18:53:04.572665260,丰台区,支路,单车事故,雪天,0,1,9.8,28,6.6,0.5,轻微
7554,2024-09-08 17:23:29.955203512,西城区,高速公路,侧碰,雾天,3,0,19.5,89,15.2,10.0,轻微
7555,2025-07-29 21:02:58.632071208,石景山区,高速公路,单车事故,雾天,1,1,-7.7,26,10.9,4.7,一般
7556,2025-12-10 02:46:09.811189112,海淀区,城市次干道,追尾,雪天,2,0,9.0,22,9.6,6.3,轻微
7557,2022-02-27 23:59:40.972305224,丰台区,城市主干道,刮擦,晴天,3,0,14.2,68,5.9,11.7,轻微
7558,2023-02-22 00:18:58.848092800,丰台区,城市主干道,刮擦,晴天,3,1,-9.2,83,18.7,5.0,轻微
7559,2022-01-13 08:53:06.732881284,石景山区,城市主干道,追尾,阴天,0,0,-2.2,50,18.6,5.7,轻微
7560,2023-04-07 00:00:06.894897488,西城区,城市主干道,追尾,阴天,3,1,-3.5,43,7.3,4.4,轻微
7561,2021-03-31 12:56:03.870595054,西城区,城市次干道,追尾,雾天,1,0,1.7,54,18.1,13.1,严重
7562,2022-11-03 18:31:54.365644560,西城区,城市主干道,多车连环,雪天,4,0,-6.6,80,19.2,3.6,轻微
7563,2024-04-30 11:51:24.122620264,西城区,城市次干道,追尾,阴天,1,0,21.4,30,13.5,13.9,轻微
7564,2021-04-24 19:31:57.605968592,东城区,高速公路,多车连环,雾天,0,1,7.2,45,13.7,5.1,轻微
7565,2025-02-26 00:20:25.256733672,丰台区,城市次干道,多车连环,晴天,0,1,1.8,92,14.8,18.9,一般
7566,2021-08-10 03:13:48.857093704,海淀区,城市主干道,侧碰,雾天,2,1,26.5,81,8.5,9.4,轻微
7567,2024-02-09 10:56:31.953403336,西城区,支路,侧碰,雾天,3,1,-7.5,23,1.0,14.1,轻微
7568,2023-03-12 06:21:36.543862384,东城区,城市主干道,刮擦,阴天,4,1,13.6,88,7.4,17.9,轻微
7569,2021-12-29 22:49:50.153223316,海淀区,高速公路,单车事故,雪天,0,1,20.2,91,5.0,8.9,轻微
7570,2021-12-14 01:43:56.957903784,丰台区,支路,追尾,雪天,2,0,16.2,38,2.0,14.3,轻微
7571,2023-12-19 06:08:12.943502344,海淀区,城市次干道,刮擦,阴天,0,1,-2.2,66,6.9,12.7,一般
7572,2021-06-18 04:54:11.539361930,朝阳区,高速公路,侧碰,雨天,2,0,-6.4,23,10.1,16.0,轻微
7573,2024-02-20 18:31:45.724780472,西城区,城市主干道,单车事故,雪天,1,0,29.1,78,6.9,4.4,轻微
7574,2021-05-08 16:26:45.454753470,海淀区,城市次干道,单车事故,雪天,1,1,24.5,71,18.2,18.0,轻微
7575,2022-10-30 18:09:43.672575248,朝阳区,支路,侧碰,雾天,1,1,-6.5,69,9.2,6.7,一般
7576,2021-02-26 07:41:40.864294424,海淀区,城市次干道,追尾,雪天,4,0,21.5,32,1.4,6.8,一般
7577,2021-09-21 11:29:30.711279124,海淀区,支路,追尾,雾天,1,1,21.3,22,16.6,13.3,一般
7578,2025-03-17 08:40:00.414249416,丰台区,支路,追尾,晴天,2,0,20.2,71,10.6,8.1,轻微
7579,2024-04-03 02:47:27.578965896,丰台区,城市主干道,单车事故,雪天,1,1,12.6,30,1.6,8.2,一般
7580,2023-08-15 03:15:15.265734568,海淀区,支路,刮擦,雾天,3,0,38.7,59,17.2,9.9,轻微
7581,2024-02-02 16:51:57.605968584,朝阳区,支路,刮擦,雾天,1,1,-4.9,93,14.4,16.3,轻微
7582,2025-06-24 02:29:01.548362824,石景山区,支路,多车连环,阴天,0,1,-9.2,45,2.5,2.1,一般
7583,2023-07-29 03:52:24.608668856,西城区,支路,追尾,阴天,0,1,5.2,88,15.8,0.5,一般
7584,2024-01-08 16:44:45.562764264,东城区,城市次干道,追尾,阴天,1,1,36.6,45,11.5,5.2,轻微
7585,2023-09-29 22:44:39.082116200,丰台区,支路,追尾,雪天,3,0,36.8,87,19.7,1.3,轻微
7586,2024-12-23 05:17:05.436751672,石景山区,高速公路,单车事故,雪天,0,0,15.9,60,9.0,17.7,轻微
7587,2023-11-22 01:27:05.976805672,石景山区,支路,追尾,雾天,4,1,10.0,48,17.0,13.8,轻微
7588,2021-03-21 16:23:26.714879482,海淀区,城市次干道,单车事故,雪天,3,1,-3.8,61,6.4,8.3,一般
7589,2021-10-07 04:12:34.329640960,朝阳区,高速公路,多车连环,阴天,4,0,14.0,29,12.6,3.4,轻微
7590,2022-11-21 11:26:03.330541048,丰台区,城市主干道,侧碰,雨天,1,1,-6.5,26,6.2,1.0,一般
7591,2025-12-22 17:01:10.621270136,石景山区,城市主干道,多车连环,雪天,1,1,32.3,26,3.7,3.2,轻微
7592,2024-06-04 12:54:02.898497848,海淀区,支路,刮擦,雪天,3,0,-2.0,88,18.9,18.2,轻微
7593,2022-12-22 03:20:52.259433936,西城区,支路,追尾,晴天,0,0,-0.1,33,14.5,12.6,轻微
7594,2024-08-30 01:13:42.376445640,海淀区,高速公路,追尾,雾天,1,1,9.8,39,4.2,10.9,轻微
7595,2022-08-17 06:56:36.273835376,丰台区,支路,侧碰,雾天,1,0,20.3,51,14.2,5.3,轻微
7596,2024-04-24 11:18:08.083016296,朝阳区,高速公路,侧碰,晴天,4,0,-5.9,29,7.9,2.8,轻微
7597,2021-10-13 22:17:08.677075704,朝阳区,城市主干道,侧碰,雾天,3,1,20.5,92,15.1,2.3,轻微
7598,2021-04-30 02:33:55.337741768,海淀区,支路,追尾,雨天,0,0,10.3,51,9.8,6.0,一般
7599,2024-01-28 05:27:10.297237720,石景山区,城市主干道,侧碰,阴天,4,0,11.9,31,11.8,9.2,一般
7600,2022-05-24 23:10:51.719379936,海淀区,支路,追尾,阴天,2,0,16.8,42,3.6,2.9,一般
7601,2025-01-23 14:43:12.673475336,朝阳区,城市主干道,单车事故,晴天,3,1,36.4,20,10.2,6.6,轻微
7602,2025-03-17 13:02:49.991207112,东城区,高速公路,单车事故,晴天,1,0,20.1,36,8.8,9.6,轻微
7603,2024-02-29 04:01:46.264834472,石景山区,城市次干道,单车事故,阴天,4,1,31.5,34,10.2,18.3,轻微
7604,2021-10-02 23:27:34.059613956,丰台区,城市主干道,多车连环,雨天,0,0,-1.2,89,12.3,15.3,轻微
7605,2023-03-20 07:05:57.930000992,朝阳区,支路,单车事故,晴天,4,0,-2.1,29,7.0,7.7,轻微
7606,2023-07-05 01:39:20.450253016,东城区,高速公路,追尾,雾天,1,0,1.6,57,14.0,11.3,一般
7607,2022-09-18 18:39:40.972305224,朝阳区,城市主干道,追尾,雨天,1,1,-6.0,35,3.2,4.6,轻微
7608,2025-07-03 05:30:20.396247624,朝阳区,支路,刮擦,雪天,4,0,37.6,80,4.7,4.8,一般
7609,2023-02-23 20:07:14.617669760,海淀区,高速公路,多车连环,晴天,2,0,26.1,78,17.6,8.6,轻微
7610,2024-08-28 22:56:44.914699464,朝阳区,高速公路,刮擦,雪天,1,0,21.2,82,19.5,19.1,轻微
7611,2023-03-14 06:32:41.890397032,西城区,城市主干道,侧碰,阴天,4,1,37.5,72,19.6,0.4,轻微
7612,2022-05-07 01:53:53.177525744,海淀区,支路,侧碰,阴天,1,1,22.1,78,12.2,17.9,轻微
7613,2025-04-29 23:35:29.307138712,石景山区,支路,多车连环,雪天,0,0,-8.4,68,8.6,9.6,轻微
7614,2025-02-15 01:30:50.639271928,东城区,城市主干道,刮擦,雨天,0,1,37.1,25,11.7,5.0,一般
7615,2024-07-18 08:12:21.368344824,石景山区,支路,侧碰,雾天,2,1,-2.3,57,18.1,14.1,严重
7616,2022-05-31 12:52:36.489856984,丰台区,城市主干道,刮擦,晴天,3,1,4.6,28,11.8,13.5,一般
7617,2021-05-21 02:18:56.687876782,朝阳区,城市次干道,追尾,雨天,0,1,-1.0,82,14.9,18.9,轻微
7618,2021-05-21 06:41:46.264834478,西城区,城市次干道,单车事故,晴天,2,1,29.5,63,8.7,3.1,轻微
7619,2024-01-10 16:55:50.909298920,海淀区,高速公路,追尾,晴天,2,0,-1.4,87,12.8,12.3,一般
7620,2024-08-23 11:31:57.605968584,东城区,支路,单车事故,晴天,3,0,7.4,78,6.3,16.8,轻微
7621,2023-05-31 04:59:31.251333128,西城区,城市次干道,多车连环,阴天,1,1,-8.6,61,18.6,11.9,轻微
7622,2025-11-06 21:31:46.804888472,丰台区,支路,单车事故,阴天,3,1,19.7,25,6.7,19.0,轻微
7623,2024-07-07 18:08:25.904798472,海淀区,支路,单车事故,雾天,3,0,11.4,90,3.6,5.0,一般
7624,2022-01-02 23:12:00.846292624,丰台区,城市次干道,多车连环,雪天,2,0,17.5,37,4.6,12.3,轻微
7625,2024-03-14 14:05:02.844492440,东城区,高速公路,刮擦,雪天,2,1,-9.2,62,8.2,9.8,轻微
7626,2025-08-27 21:32:21.368344824,海淀区,城市主干道,多车连环,阴天,4,1,33.0,92,16.9,0.2,轻微
7627,2025-12-30 13:22:42.430451032,石景山区,城市主干道,追尾,雪天,3,0,16.1,87,5.7,7.5,一般
7628,2022-05-15 02:38:14.563664360,东城区,高速公路,单车事故,雨天,4,0,24.6,76,0.6,3.7,轻微
7629,2021-01-31 22:48:49.667174712,丰台区,高速公路,追尾,阴天,2,1,5.2,43,3.7,13.4,轻微
7630,2022-09-01 06:08:21.584366432,海淀区,城市次干道,多车连环,晴天,3,0,37.4,56,3.6,4.8,一般
7631,2023-01-19 10:18:56.687876784,西城区,高速公路,多车连环,雨天,1,0,34.7,89,2.4,9.5,一般
7632,2021-03-17 07:15:36.867894784,石景山区,高速公路,刮擦,晴天,3,0,-1.3,76,15.1,1.6,轻微
7633,2024-01-22 13:39:33.411549144,海淀区,城市次干道,单车事故,阴天,1,0,14.6,26,4.9,12.1,轻微
7634,2021-06-28 01:26:48.695077502,海淀区,城市次干道,刮擦,雨天,1,0,-1.3,88,9.6,17.6,轻微
7635,2021-01-19 04:10:59.280136008,石景山区,高速公路,单车事故,雪天,3,1,-1.6,29,2.0,12.9,严重
7636,2024-01-03 18:28:26.984906488,丰台区,支路,追尾,雪天,2,1,18.8,21,18.9,14.0,一般
7637,2024-08-04 16:20:51.179325928,西城区,支路,追尾,晴天,1,0,32.5,94,15.7,5.0,轻微
7638,2024-07-31 15:58:40.486256616,丰台区,城市次干道,多车连环,晴天,1,1,-5.3,62,10.8,7.0,一般
7639,2024-05-30 19:00:33.897597752,西城区,城市主干道,单车事故,晴天,0,0,-8.6,71,10.9,0.7,轻微
7640,2021-11-18 12:28:16.183826376,东城区,支路,多车连环,雨天,4,1,16.8,49,2.3,18.8,轻微
7641,2021-05-20 00:01:59.226130608,海淀区,城市次干道,单车事故,雾天,3,0,24.8,86,7.6,18.4,轻微
7642,2021-02-15 13:14:55.823790373,海淀区,支路,侧碰,雾天,3,0,-5.4,20,1.1,18.8,轻微
7643,2024-11-18 17:22:55.391747176,西城区,城市次干道,多车连环,雾天,0,0,9.3,29,14.8,16.1,轻微
7644,2022-08-04 03:33:06.732881280,朝阳区,城市主干道,单车事故,雪天,2,0,14.0,52,6.0,6.6,轻微
7645,2025-07-03 09:53:09.973205320,西城区,城市次干道,单车事故,雾天,1,0,38.7,94,3.6,17.0,轻微
7646,2023-01-28 17:43:05.112719264,石景山区,城市主干道,侧碰,阴天,3,1,18.5,86,7.5,6.9,轻微
7647,2024-01-11 01:41:30.063214312,东城区,支路,多车连环,阴天,0,1,13.5,25,0.9,14.8,轻微
7648,2023-05-24 10:54:56.903898392,丰台区,城市次干道,侧碰,晴天,1,1,2.0,75,13.2,7.5,一般
7649,2025-02-10 16:23:00.792287224,西城区,城市次干道,追尾,雪天,2,0,22.0,46,17.2,15.4,轻微
7650,2024-05-03 09:56:37.353943384,丰台区,高速公路,追尾,雨天,4,0,8.2,44,0.3,10.5,轻微
7651,2025-07-16 13:16:39.514159416,丰台区,城市次干道,刮擦,晴天,1,0,13.8,76,2.3,12.6,轻微
7652,2023-04-25 23:34:02.898497848,东城区,城市主干道,刮擦,雪天,1,1,39.4,44,0.5,7.2,轻微
7653,2025-03-09 03:32:49.451153112,石景山区,高速公路,单车事故,阴天,1,0,11.1,66,9.4,3.1,轻微
7654,2024-04-16 14:56:36.273835384,石景山区,城市主干道,侧碰,阴天,2,0,-2.0,46,7.3,6.4,一般
7655,2022-01-04 10:14:37.461954188,朝阳区,高速公路,追尾,晴天,3,1,10.9,61,18.8,10.1,轻微
7656,2023-09-19 17:26:22.772485240,西城区,城市次干道,刮擦,雨天,4,1,7.0,28,10.5,18.0,轻微
7657,2025-08-24 05:55:49.829190904,东城区,城市次干道,刮擦,雪天,0,0,34.8,75,14.2,17.3,轻微
7658,2025-09-09 07:24:32.601468152,东城区,城市次干道,刮擦,阴天,3,1,3.2,24,1.7,11.4,轻微
7659,2024-05-16 22:05:46.048812872,东城区,城市主干道,多车连环,雨天,0,0,11.4,65,14.2,1.7,轻微
7660,2022-01-30 21:24:26.120820076,海淀区,城市次干道,追尾,雨天,0,0,28.0,51,10.1,17.9,轻微
7661,2021-08-27 15:45:08.245032496,海淀区,支路,追尾,雪天,1,0,32.7,32,15.6,19.5,轻微
7662,2025-04-20 07:25:41.728380840,西城区,支路,追尾,雾天,3,1,33.2,88,17.3,12.7,轻微
7663,2025-02-13 18:51:03.600568056,海淀区,城市次干道,侧碰,雪天,3,0,-4.0,90,16.4,14.6,轻微
7664,2025-07-22 13:49:55.553763368,朝阳区,城市主干道,侧碰,雾天,1,1,5.2,92,16.0,13.9,轻微
7665,2023-03-19 17:57:29.199127904,丰台区,城市次干道,刮擦,雨天,2,0,12.4,88,12.0,3.6,轻微
7666,2023-03-06 01:25:30.927300728,丰台区,城市主干道,单车事故,雪天,4,1,30.8,77,3.3,7.5,轻微
7667,2025-12-09 00:29:12.349442936,海淀区,城市主干道,刮擦,晴天,0,1,18.4,47,5.5,16.9,严重
7668,2022-09-15 03:03:09.433151312,丰台区,城市主干道,刮擦,雾天,4,0,-5.9,53,7.6,3.2,轻微
7669,2022-01-27 14:33:33.735581552,东城区,高速公路,追尾,阴天,1,1,28.8,40,5.3,16.9,轻微
7670,2022-04-20 11:16:41.674375432,石景山区,城市次干道,多车连环,雪天,3,1,-8.2,74,13.7,18.0,轻微
7671,2022-12-20 11:55:26.066814672,海淀区,支路,多车连环,晴天,2,1,13.6,49,3.7,18.1,轻微
7672,2021-05-21 15:27:25.418749870,西城区,支路,侧碰,晴天,3,1,-1.0,92,14.4,1.7,轻微
7673,2023-10-19 20:12:42.970505048,丰台区,高速公路,追尾,雨天,4,1,-3.8,27,2.8,2.2,轻微
7674,2022-10-27 11:18:51.287336728,西城区,支路,多车连环,雾天,1,0,37.0,62,17.0,10.2,轻微
7675,2022-04-30 12:12:08.407048696,朝阳区,城市次干道,多车连环,晴天,2,0,24.6,94,19.6,1.9,轻微
7676,2021-05-26 18:06:33.573565352,丰台区,城市次干道,单车事故,雾天,0,1,-9.5,78,4.8,8.6,轻微
7677,2024-12-02 09:54:53.663574344,石景山区,城市次干道,单车事故,雨天,3,0,18.6,60,7.5,4.2,严重
7678,2023-09-24 15:42:41.350343032,海淀区,城市次干道,单车事故,晴天,1,0,36.4,62,2.1,1.2,轻微
7679,2021-12-11 03:38:43.726580652,石景山区,城市次干道,单车事故,雾天,1,1,25.7,22,11.0,13.0,轻微
